,Unnamed: 0,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,begin_month,credit
8562,8563,M,N,N,0,225000.0,Working,Higher education,Married,House / apartment,12019,1556,0,0,1,Sales staff,36.0,2.0
8563,8564,F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,21581,5467,0,0,0,Accountants,14.0,0.0
8564,8565,F,N,Y,1,193500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,16921,1095,0,0,1,Laborers,4.0,1.0
8565,8566,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,11533,746,0,0,0,Drivers,44.0,2.0
8566,8567,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,13440,6639,0,0,0,Core staff,25.0,0.0
8567,8568,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,12623,5726,0,0,0,Laborers,54.0,2.0
8568,8569,F,N,Y,1,193500.0,State servant,Higher education,Civil marriage,House / apartment,12875,1009,0,0,1,Managers,17.0,1.0
8569,8570,F,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,16112,6337,1,1,0,Managers,55.0,2.0
8570,8571,F,N,Y,0,49500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,22295,0,0,1,0,,37.0,2.0
8571,8572,F,N,Y,0,189000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,20858,0,0,0,0,,4.0,1.0
8572,8573,F,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,12885,2087,1,0,0,Laborers,26.0,2.0
8573,8574,M,Y,Y,0,382500.0,Working,Secondary / secondary special,Married,House / apartment,21748,1388,0,0,0,Security staff,5.0,2.0
8574,8575,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,23758,0,0,0,0,,34.0,2.0
8575,8576,M,N,N,3,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,10980,2893,0,0,0,Core staff,35.0,2.0
8576,8577,M,N,Y,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,12319,1689,0,0,0,,38.0,1.0
8577,8578,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15218,2265,0,1,0,Managers,39.0,2.0
8578,8579,F,N,Y,0,144000.0,State servant,Higher education,Separated,House / apartment,19935,9564,0,0,0,Core staff,12.0,2.0
8579,8580,M,N,Y,0,31500.0,Pensioner,Secondary / secondary special,Married,House / apartment,22564,0,0,0,0,,11.0,0.0
8580,8581,M,Y,Y,4,157500.0,Working,Higher education,Married,House / apartment,11380,1734,0,0,0,Managers,9.0,1.0
8581,8582,F,N,Y,0,202500.0,Pensioner,Higher education,Single / not married,House / apartment,18540,0,0,1,0,,55.0,2.0
8582,8583,M,Y,N,0,225000.0,Pensioner,Higher education,Married,House / apartment,19823,0,0,1,0,,46.0,2.0
8583,8584,F,Y,Y,1,225000.0,Commercial associate,Higher education,Separated,House / apartment,15671,232,0,0,1,Laborers,55.0,0.0
8584,8585,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15653,5500,0,0,1,Core staff,43.0,2.0
8585,8586,F,Y,N,0,247500.0,Working,Secondary / secondary special,Separated,House / apartment,13546,2142,0,0,0,Laborers,10.0,2.0
8586,8587,F,N,N,0,405000.0,Working,Higher education,Married,House / apartment,16388,7127,0,0,0,,44.0,2.0
8587,8588,F,Y,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,18356,1820,0,0,0,High skill tech staff,22.0,2.0
8588,8589,F,N,Y,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,12379,4453,0,0,1,Sales staff,21.0,2.0
8589,8590,M,Y,Y,0,243000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,13533,2535,0,1,0,Laborers,6.0,0.0
8590,8591,M,N,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,21649,3000,1,1,0,Drivers,9.0,2.0
8591,8592,M,Y,Y,0,180000.0,State servant,Higher education,Married,House / apartment,10091,643,0,0,0,High skill tech staff,3.0,1.0
8592,8593,F,N,Y,0,49500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,23181,0,0,1,0,,3.0,0.0
8593,8594,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,21391,0,0,0,0,,54.0,2.0
8594,8595,M,Y,Y,0,112500.0,Pensioner,Higher education,Married,House / apartment,23379,0,0,0,0,,29.0,2.0
8595,8596,F,N,Y,0,126000.0,Working,Higher education,Married,House / apartment,17864,491,1,0,0,High skill tech staff,43.0,0.0
8596,8597,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,9894,2499,1,1,0,Sales staff,41.0,1.0
8597,8598,F,N,Y,1,135000.0,Working,Incomplete higher,Separated,House / apartment,10153,599,0,0,0,Sales staff,48.0,2.0
8598,8599,F,N,Y,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,19042,3319,0,0,0,,55.0,2.0
8599,8600,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,16817,4410,0,0,1,Sales staff,6.0,2.0
8600,8601,F,Y,Y,2,67500.0,Working,Higher education,Married,Municipal apartment,12262,3038,0,0,0,Secretaries,14.0,2.0
8601,8602,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,14120,2103,0,0,0,,12.0,2.0
8602,8603,M,N,Y,1,180000.0,Working,Lower secondary,Married,House / apartment,10581,1692,1,0,0,,52.0,2.0
8603,8604,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,16285,1184,0,0,0,Laborers,31.0,0.0
8604,8605,F,Y,Y,0,270000.0,Commercial associate,Higher education,Married,House / apartment,19960,5679,0,0,0,Accountants,44.0,2.0
8605,8606,F,N,Y,0,450000.0,Working,Secondary / secondary special,Married,House / apartment,23488,5150,0,1,0,Cleaning staff,2.0,1.0
8606,8607,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,17563,1713,1,1,0,Accountants,14.0,2.0
8607,8608,M,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,10512,523,0,0,0,,52.0,1.0
8608,8609,F,N,N,1,108000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15150,719,0,0,0,Medicine staff,55.0,1.0
8609,8610,F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17840,1993,0,1,1,High skill tech staff,41.0,0.0
8610,8611,F,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,13865,1682,0,1,0,Sales staff,48.0,1.0
8611,8612,F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,22576,0,0,0,0,,1.0,0.0
8612,8613,F,Y,N,0,144000.0,Working,Higher education,Civil marriage,House / apartment,9778,857,1,1,0,,17.0,2.0
8613,8614,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,23431,0,0,0,0,,6.0,2.0
8614,8615,M,N,N,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,9417,445,1,0,0,Laborers,15.0,2.0
8615,8616,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,21396,1013,0,0,1,High skill tech staff,18.0,2.0
8616,8617,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,14466,1569,0,1,0,,25.0,2.0
8617,8618,F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,11348,1436,0,0,0,Private service staff,48.0,2.0
8618,8619,F,N,Y,3,135000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,13841,4425,0,1,0,,31.0,2.0
8619,8620,M,Y,Y,0,184500.0,State servant,Higher education,Married,House / apartment,13916,169,0,0,0,Managers,14.0,2.0
8620,8621,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,18501,1866,0,0,0,Medicine staff,32.0,2.0
8621,8622,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,21464,0,0,0,0,,42.0,2.0
8622,8623,F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,17532,8044,0,0,0,Medicine staff,8.0,1.0
8623,8624,M,Y,Y,3,202500.0,Working,Secondary / secondary special,Married,House / apartment,13350,1981,0,0,0,Laborers,27.0,2.0
8624,8625,M,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,11440,4663,0,0,0,High skill tech staff,34.0,0.0
8625,8626,F,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,16314,1040,1,0,0,High skill tech staff,40.0,2.0
8626,8627,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,21732,0,0,0,0,,10.0,2.0
8627,8628,F,Y,N,0,144000.0,Commercial associate,Higher education,Married,House / apartment,16830,3458,0,0,0,,41.0,2.0
8628,8629,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,17235,2700,0,1,0,Core staff,9.0,2.0
8629,8630,M,Y,N,0,459000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15980,119,1,1,0,Drivers,12.0,2.0
8630,8631,F,N,N,1,202500.0,State servant,Secondary / secondary special,Married,House / apartment,12910,1661,1,0,0,High skill tech staff,8.0,0.0
8631,8632,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,12821,155,0,0,0,Laborers,27.0,2.0
8632,8633,M,N,N,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,22800,102,0,0,0,Drivers,14.0,2.0
8633,8634,M,N,Y,0,292500.0,Commercial associate,Higher education,Single / not married,Rented apartment,9990,1221,0,1,0,Sales staff,16.0,1.0
8634,8635,M,Y,N,1,229500.0,State servant,Secondary / secondary special,Married,House / apartment,21665,4342,0,0,0,Managers,51.0,2.0
8635,8636,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,9761,854,1,1,0,Laborers,22.0,2.0
8636,8637,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,Municipal apartment,12155,667,0,0,0,Laborers,48.0,2.0
8637,8638,M,N,N,0,360000.0,Commercial associate,Higher education,Married,House / apartment,15490,3445,0,0,0,,44.0,0.0
8638,8639,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,10380,3396,0,0,0,Laborers,19.0,2.0
8639,8640,F,N,N,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,14802,1846,0,0,0,Drivers,43.0,2.0
8640,8641,M,N,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,13383,991,1,1,0,Laborers,25.0,1.0
8641,8642,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,14130,2877,1,1,1,Private service staff,19.0,1.0
8642,8643,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,20989,0,0,0,0,,14.0,2.0
8643,8644,M,N,N,2,157500.0,Working,Higher education,Married,House / apartment,11811,4676,0,0,0,Laborers,45.0,2.0
8644,8645,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,19972,6610,0,0,0,Laborers,7.0,2.0
8645,8646,M,N,Y,0,148500.0,Working,Secondary / secondary special,Single / not married,House / apartment,11819,962,0,0,0,Laborers,6.0,0.0
8646,8647,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,18549,1160,1,0,0,,43.0,0.0
8647,8648,F,N,N,1,292500.0,Working,Incomplete higher,Married,House / apartment,12454,4030,1,1,0,Sales staff,21.0,0.0
8648,8649,F,N,N,0,225000.0,Working,Higher education,Separated,House / apartment,12904,4297,0,1,0,Laborers,27.0,0.0
8649,8650,F,Y,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,23390,0,0,0,0,,37.0,1.0
8650,8651,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,22720,860,0,1,1,Low-skill Laborers,25.0,0.0
8651,8652,F,Y,Y,1,193500.0,Commercial associate,Higher education,Married,House / apartment,10716,491,0,0,0,Sales staff,7.0,2.0
8652,8653,F,N,N,0,270000.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,16999,1140,1,1,0,Sales staff,13.0,2.0
8653,8654,M,Y,N,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14636,3850,0,0,0,,20.0,2.0
8654,8655,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,22115,0,0,1,0,,23.0,2.0
8655,8656,F,N,N,0,270000.0,Commercial associate,Higher education,Married,House / apartment,14953,8109,1,1,0,Managers,9.0,2.0
8656,8657,M,Y,N,0,360000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,16270,460,0,1,0,Drivers,27.0,2.0
8657,8658,F,Y,Y,2,90000.0,Working,Higher education,Married,House / apartment,11599,1928,1,1,0,Accountants,24.0,0.0
8658,8659,F,Y,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,12821,931,0,1,1,Laborers,36.0,2.0
8659,8660,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,12604,2620,1,1,0,Managers,26.0,2.0
8660,8661,F,N,Y,1,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,18797,0,0,1,0,,54.0,1.0
8661,8662,F,Y,Y,1,337500.0,Commercial associate,Higher education,Married,House / apartment,14558,1250,0,0,0,High skill tech staff,5.0,2.0
8662,8663,F,Y,Y,0,180000.0,Working,Higher education,Separated,House / apartment,17269,8469,0,0,0,,60.0,2.0
8663,8664,F,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,22100,578,0,0,1,Managers,35.0,1.0
8664,8665,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,20608,0,0,0,0,,15.0,1.0
8665,8666,F,N,Y,0,175500.0,Pensioner,Secondary / secondary special,Married,House / apartment,20770,0,0,0,0,,32.0,2.0
8666,8667,F,N,Y,0,292500.0,Commercial associate,Higher education,Married,House / apartment,18942,4854,1,0,0,Sales staff,14.0,2.0
8667,8668,F,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,13902,1703,1,0,0,High skill tech staff,7.0,1.0
8668,8669,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,20145,1043,0,0,0,Laborers,45.0,2.0
8669,8670,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,13689,1172,0,0,0,Sales staff,17.0,2.0
8670,8671,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,12912,3403,0,0,1,Drivers,25.0,2.0
8671,8672,F,N,Y,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,24044,0,0,1,0,,36.0,2.0
8672,8673,M,N,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,23674,2087,0,0,0,Security staff,7.0,1.0
8673,8674,F,N,Y,0,45000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15724,1389,1,1,0,Sales staff,15.0,0.0
8674,8675,M,N,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,9865,827,0,0,0,Laborers,3.0,1.0
8675,8676,F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,13767,1093,0,0,0,Managers,25.0,2.0
8676,8677,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,23758,0,0,0,0,,6.0,2.0
8677,8678,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,15903,762,0,0,0,Sales staff,5.0,2.0
8678,8679,F,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,13584,6337,0,1,0,Medicine staff,-0.0,1.0
8679,8680,F,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,8319,689,1,0,0,,10.0,2.0
8680,8681,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,12942,3253,0,0,0,,1.0,0.0
8681,8682,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,14578,7346,0,0,0,Laborers,26.0,2.0
8682,8683,M,N,N,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,9361,164,1,0,0,Waiters/barmen staff,5.0,1.0
8683,8684,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,21369,0,0,1,0,,21.0,2.0
8684,8685,F,N,Y,0,256500.0,Commercial associate,Higher education,Separated,House / apartment,19604,970,0,0,0,Managers,34.0,0.0
8685,8686,M,Y,Y,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,16521,1359,0,1,0,Laborers,14.0,2.0
8686,8687,F,Y,Y,0,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,19046,5618,0,0,0,Laborers,24.0,2.0
8687,8688,F,Y,Y,0,517500.0,State servant,Higher education,Married,House / apartment,16274,7172,0,0,0,,46.0,2.0
8688,8689,F,N,N,0,112500.0,Commercial associate,Lower secondary,Married,Municipal apartment,19020,231,0,0,0,Sales staff,5.0,2.0
8689,8690,F,N,Y,0,247500.0,Pensioner,Higher education,Married,House / apartment,22107,0,0,0,0,,52.0,1.0
8690,8691,M,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,9930,2324,0,0,1,Laborers,26.0,2.0
8691,8692,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,9984,2606,0,0,0,Laborers,29.0,1.0
8692,8693,F,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,19573,7404,0,1,0,,10.0,2.0
8693,8694,F,Y,N,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,15185,227,1,1,0,Medicine staff,9.0,2.0
8694,8695,M,N,N,0,117000.0,Working,Higher education,Single / not married,House / apartment,8168,804,1,0,0,Sales staff,19.0,2.0
8695,8696,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,8565,423,0,0,1,Core staff,17.0,2.0
8696,8697,M,N,Y,1,405000.0,Commercial associate,Higher education,Married,House / apartment,11842,2016,0,0,0,Managers,39.0,2.0
8697,8698,M,Y,Y,2,301500.0,State servant,Secondary / secondary special,Married,Office apartment,17080,2715,0,1,0,High skill tech staff,29.0,2.0
8698,8699,F,N,N,0,216000.0,Pensioner,Secondary / secondary special,Married,House / apartment,22867,0,0,0,0,,26.0,2.0
8699,8700,F,N,Y,0,117000.0,Pensioner,Secondary / secondary special,Married,House / apartment,24348,0,0,1,0,,1.0,1.0
8700,8701,M,Y,N,2,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,13195,1266,0,0,0,Laborers,7.0,2.0
8701,8702,F,Y,Y,0,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,16447,1468,1,0,0,Cleaning staff,11.0,1.0
8702,8703,F,Y,N,0,144000.0,Working,Secondary / secondary special,Widow,House / apartment,14407,1345,0,0,0,HR staff,6.0,2.0
8703,8704,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,11136,3487,0,1,0,Sales staff,54.0,2.0
8704,8705,M,Y,Y,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,14622,2199,0,0,0,Core staff,15.0,2.0
8705,8706,F,Y,N,0,315000.0,Working,Higher education,Married,Co-op apartment,13064,2286,1,0,0,Medicine staff,33.0,2.0
8706,8707,F,N,Y,1,157500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,12676,1350,0,0,0,Waiters/barmen staff,23.0,1.0
8707,8708,M,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,17293,203,0,1,1,Laborers,43.0,2.0
8708,8709,F,N,N,1,144000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,14427,3506,1,1,0,High skill tech staff,32.0,2.0
8709,8710,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,19064,2939,0,0,0,,35.0,2.0
8710,8711,M,N,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,8533,582,0,0,0,Laborers,6.0,0.0
8711,8712,M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,10796,990,1,0,1,,11.0,2.0
8712,8713,F,N,Y,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,22571,0,0,1,0,,9.0,2.0
8713,8714,M,Y,Y,3,270000.0,Working,Secondary / secondary special,Married,House / apartment,12689,1163,0,0,0,Laborers,24.0,1.0
8714,8715,M,Y,Y,0,585000.0,Commercial associate,Secondary / secondary special,Married,With parents,16653,1646,0,0,0,Drivers,30.0,2.0
8715,8716,F,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,12605,1312,0,0,0,,5.0,0.0
8716,8717,M,Y,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,16588,3001,0,0,0,Laborers,3.0,1.0
8717,8718,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,12546,2539,0,0,0,Low-skill Laborers,16.0,2.0
8718,8719,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,18728,9325,0,0,0,Cooking staff,38.0,1.0
8719,8720,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,18719,1473,1,1,0,Laborers,32.0,2.0
8720,8721,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,20268,0,0,0,0,,4.0,2.0
8721,8722,F,N,Y,0,292500.0,Commercial associate,Higher education,Married,House / apartment,12661,2055,0,0,0,Managers,52.0,2.0
8722,8723,F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,11348,1436,0,0,0,Private service staff,40.0,2.0
8723,8724,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,10305,155,0,0,0,Laborers,5.0,0.0
8724,8725,M,N,Y,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,13353,567,0,0,0,,4.0,1.0
8725,8726,F,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,17710,6937,0,0,0,Sales staff,8.0,2.0
8726,8727,F,N,Y,2,60750.0,Commercial associate,Higher education,Married,House / apartment,10687,1981,1,1,0,Core staff,1.0,0.0
8727,8728,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,10171,1812,1,1,0,High skill tech staff,1.0,0.0
8728,8729,F,N,N,0,135000.0,Working,Incomplete higher,Single / not married,Rented apartment,11448,1982,0,0,0,Accountants,52.0,2.0
8729,8730,F,N,Y,0,216000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17644,7840,0,0,0,Laborers,38.0,2.0
8730,8731,F,Y,Y,1,202500.0,Working,Higher education,Married,House / apartment,14449,4605,0,0,0,Core staff,1.0,0.0
8731,8732,F,Y,N,1,360000.0,Working,Higher education,Widow,House / apartment,16480,4023,0,0,1,Managers,45.0,2.0
8732,8733,F,Y,Y,1,270000.0,Working,Higher education,Married,House / apartment,10416,3661,0,0,0,Laborers,2.0,1.0
8733,8734,F,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,21120,4886,1,1,0,,39.0,2.0
8734,8735,M,Y,Y,0,126000.0,Working,Secondary / secondary special,Separated,House / apartment,18512,211,1,1,0,Drivers,37.0,2.0
8735,8736,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,19452,1218,1,0,0,Sales staff,8.0,2.0
8736,8737,F,N,Y,0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,22140,0,0,0,0,,21.0,2.0
8737,8738,M,Y,N,1,202500.0,Working,Incomplete higher,Married,House / apartment,11745,231,1,0,0,Drivers,45.0,2.0
8738,8739,F,N,Y,1,180000.0,Commercial associate,Incomplete higher,Married,House / apartment,12179,1159,0,1,0,High skill tech staff,58.0,2.0
8739,8740,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,23255,0,0,0,0,,39.0,0.0
8740,8741,M,Y,Y,1,112500.0,Working,Higher education,Married,House / apartment,16023,965,0,1,0,Drivers,34.0,0.0
8741,8742,F,N,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,15291,4681,0,0,0,Sales staff,47.0,0.0
8742,8743,F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,12175,1463,1,0,0,Core staff,20.0,2.0
8743,8744,F,Y,N,1,315000.0,Commercial associate,Higher education,Married,House / apartment,11025,2065,1,1,1,,40.0,1.0
8744,8745,F,N,Y,0,90000.0,Working,Secondary / secondary special,Widow,House / apartment,16578,7189,1,0,0,High skill tech staff,7.0,1.0
8745,8746,M,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,12910,359,0,1,0,Drivers,13.0,2.0
8746,8747,F,N,N,0,405000.0,Working,Higher education,Married,House / apartment,16388,7127,0,0,0,,22.0,2.0
8747,8748,F,N,Y,0,112500.0,Working,Incomplete higher,Civil marriage,House / apartment,9301,1751,0,0,0,,45.0,0.0
8748,8749,M,Y,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,11498,4491,0,0,0,,60.0,1.0
8749,8750,F,N,Y,1,252000.0,State servant,Higher education,Married,House / apartment,12300,3853,0,0,0,Core staff,21.0,2.0
8750,8751,F,Y,Y,0,76500.0,State servant,Secondary / secondary special,Married,House / apartment,19395,3156,1,1,0,Core staff,20.0,2.0
8751,8752,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,21135,0,0,0,0,,15.0,2.0
8752,8753,M,N,N,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,15213,1331,0,0,0,Drivers,22.0,2.0
8753,8754,F,N,Y,1,247500.0,Commercial associate,Higher education,Married,House / apartment,13556,4296,0,1,0,Managers,52.0,0.0
8754,8755,F,N,Y,1,157500.0,State servant,Secondary / secondary special,Married,House / apartment,13690,3748,0,0,0,,12.0,0.0
8755,8756,F,N,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,18841,4166,1,1,0,High skill tech staff,20.0,2.0
8756,8757,F,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,20643,6456,0,0,1,Core staff,47.0,2.0
8757,8758,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,19482,2878,0,0,0,Laborers,33.0,2.0
8758,8759,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,22176,0,0,0,0,,31.0,2.0
8759,8760,M,N,Y,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,17965,218,0,0,0,Laborers,9.0,2.0
8760,8761,F,N,Y,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,21908,0,0,0,0,,24.0,2.0
8761,8762,F,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14330,1936,0,0,0,Sales staff,8.0,0.0
8762,8763,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,14136,3928,0,0,0,Managers,33.0,0.0
8763,8764,F,N,N,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,11639,3333,1,0,0,Waiters/barmen staff,27.0,2.0
8764,8765,F,N,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,9418,1595,0,1,0,Managers,3.0,1.0
8765,8766,F,N,Y,3,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,16694,412,1,1,0,Sales staff,36.0,2.0
8766,8767,F,N,N,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,11734,2164,0,1,1,High skill tech staff,37.0,2.0
8767,8768,F,N,Y,1,270000.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,11186,1753,0,0,0,Sales staff,2.0,0.0
